,token,value_shap,value_lime,cosine_similarity,pearson_correlation,js_divergence
2577,to,"[0.0248355543226352, 0.0776190678589046, 0.0372134216813719, 0.0533827455365099, 0.0079390597529709, -0.0143447102745994, 0.0347936178150121, -0.012568493024446, -0.007514580392059, 0.0052120570326223, -0.0355327213183045, -0.0236424300819635, -0.0099074999452568, 0.0491462659701937, 0.0206671804189682, -0.0226538935676217, 0.0230010772356763, 0.0534822935587726, 0.0314263893524184, 0.0757264575513545, 0.0148879883345216, 0.0518473403790267, 0.0558944786898791, 0.0227526879534707, -0.0279952919809147, 0.0522479503415524, 0.0236998018808662, 0.0025307145406259, 0.0204386509722098, 0.0057152416411554, 0.0082140390295535, 0.0096177910163532, -0.0955111419316381, 0.0275086821056902, -0.0076375154894776, 0.0195777664193883, -0.0005236995639279, 0.1902906670220545, 0.02999734506011, 0.0784883596352301, 0.0458067081017361, 0.0488813830306753, -0.0019614541670307, 0.0017717979935696, -0.0078733367845416, 0.048803027935719, -0.012527598926681, -0.0091285245725885, 0.0459446745226159, 0.0410296837508212, 0.007336672344536, -0.0404211934073828, 0.0116980106686241, 0.0570568244293099, -0.0340494692209176, 0.0343062108149752, 0.0779014159925282, 0.0042927236063405, 0.0231634110677987, 0.0926219269604189, -0.0083967190585099, 0.0222130520269274, 0.0259263165353331, -3.349868347868323e-05, -0.0074161298107355, 0.0745002747862599, 0.0303645351668819, 0.0377693274349439, 0.0255320492724422, -0.0272843019338324, 0.0014492378104478, 0.003741432679817, -0.0151238837279379, 0.0511887143948115, 0.0420097140668076, 0.0004765370977111, 0.0440220001619309, 0.0957967706490308, 0.0190199349308386, 0.0334653990576043, 0.0850585210137069, -0.0005495882360264, 0.015430849394761, 0.0168055437534349, -0.0063031152822077, 0.060805111657828, 0.0564646427519619, 0.0047604809515178, -0.0249172572512179, -0.0374037369620054, 0.024609716492705, 0.1235818039276637, 0.029304473195225, 0.0236738320672884, 0.029249005485326, 0.0730739482678473, -0.0147487944923341, 0.0032137869857251, 0.0266734210890717, 0.1415751953609287, 0.0048410912277176, 0.0471617719740606, 0.0872458096127957, 0.0987252518243622, 0.0172431856335606, 0.013463318144204, 0.1040415709139779, 0.0161987864412367, 0.0071160281368065, 0.0085550014337059, 0.007198542356491, 0.0017321654231636, 0.0129079106845892, 0.0184888317307923, 0.0157252703793346, -0.0197011572308838, 0.0035493690229486, -0.0676215323619544, 0.0758045383263379, 0.009956810157746, 0.0479678696719929, 0.0235552717931568, -0.0073801471444312, 0.0497657488740514, 0.020606082121958, 0.0360117801465094, -0.0213848573621362, -0.0176087974687106, 0.0246528094867244, -0.0554682277143001, 0.0042473021021578, -0.0402551821898669, -0.0078343723434954, 0.0645025656558573, 0.090694819111377, -0.1176316477358341, 0.0526785854017362, 0.0084607714052253, -0.0087028667330741, 0.0101111224503256, -0.0001042641233652, 0.0063734480645507, 0.037298512936104, -0.0250550645869225, -0.0063097364618442, 0.0598416303982958, -0.0008309523400384, 0.0019450145773589, 0.071136905811727, 0.1795890033827163, 0.1456931481370702, 0.0071725759335095, 0.0156067093485035, 0.0184083793428726, -0.0325702237896621, 0.0669632498174905, 0.08805394731462, 0.0218798196729039, 0.0139728240174008, 0.0331782198045402, 0.0123688415624201, 0.0779561707749962, 0.0518990430282428, 0.0291559593752026, 0.214887457084842, 0.0108255809172987, -0.0037535622832365, 0.080110842398426, 0.0750101179582998, 0.1003094214247539, 0.1180749125778675, 0.0768801743979565, 0.0431241924525238, 0.0601361222798004, -0.0638321840669959, 0.0053898848127573, 0.0196343456627801, 0.0777954726363532, 0.0488562155514955, 0.0211970301024848, -0.0431178295984864, 0.2393585171084851, 0.1046368229435756, -0.02948735258542, 0.0370822456898167, 0.0788509286940097, 0.0610883592162281, 0.0303765329153975, 0.0365030891261994, -0.0187144898227415, 0.0181889671366661, 0.1062933215725934, 0.0037965570809319, -0.0019887310045305, 0.0364479720592498, -0.0370567336212843, 0.123020575614646, 0.0358024281449615, 0.0546710000489838, 0.0217440406559035, -0.0099052474834024, -0.0502576430735643, -0.0197126694765756, 0.0797361492004711, -0.0179046484045102, 0.0068500660388963, -0.0416526932822307, 0.0393898834736319, -0.0073698668857105, 0.0562028114218264, 0.0623386804945766, 0.0144346526358276, 0.0188686213223263, 0.0345330270938575, -0.0109156315447762, 0.0273865979688707, 0.064463800372323, 0.0059721049619838, 0.0213322751224041, 0.0395879367133602, 0.0771688201930373, 0.1885710025671869, -0.007970773614943, 0.003797068609856, 0.1781814285786822, 0.1714084092527628, -0.0395681899099145, 0.0218016047729179, -0.0111329157371073, 0.0529755599854979, -0.0123951481218682, 0.0668352261418476, 0.0191710342769511, -0.2168102692812681, 0.0677336670923978, 0.0093403146165655, 0.0532495358347659, 0.0682675889984238, 0.0416515187243931, 0.2633625157177448, 0.1945593284035567, -0.0035048972640652, 0.0366260861628688, -0.0128931618091883, 0.04839630999777, -0.0204945734585635, 0.0340829028282314]","[0.0154488739840177, 0.0164589881096963, -0.0164174828667806, 0.0074631578009961, 0.0474128843513987, -0.0209282373351674, 0.0137884844006159, 0.0137884844006159, 0.0227292762653386, 0.0139096770585704, -0.0209959659217855, 0.0725662867398029, 0.0725662867398029, 0.0725662867398029, -0.002116501415101, -0.0010823173989586, 0.0384286572499073, 0.0384286572499073, 0.0384286572499073, 0.1518605805771543, 0.1051414468756823, 0.0892846741148547, 0.0892846741148547, 0.0892846741148547, 0.0892846741148547, 0.0352881961099206, -0.0078612445610331, -0.0051331342103985, 0.027984130757573, 0.0267685402177366, -0.0070477052723365, -0.0070477052723365, -0.0668309810607631, -0.0075753098914403, -0.0236987392215011, 0.0036697041352079, 0.0134592605041404, 0.2207809210585269, -0.0193923033457529, 0.0722759661235776, 0.0805738287696159, 0.0087799263110946, 0.0087799263110946, -0.0062847702849108, -0.0409276806504563, 0.0359658680516055, 0.0247164839202888, 0.0247164839202888, 0.0769759534479168, 0.0568518934266452, 0.0699878343075603, 0.0220017050946853, -0.0153186453040152, -0.0153186453040152, -0.0098748672344352, 0.0299424695288993, 0.0699933894137835, 0.0315551469420525, 0.0083817699620706, 0.028514689946598, 0.0433063040835386, -0.0004593765781369, -0.0004593765781369, -0.0055978770834178, 0.0832609178534033, 0.0832609178534033, 0.0207153238720675, 0.03541392174266, 0.0200107604841502, 0.0077814250699544, 0.0077814250699544, 0.0794200629355917, 0.0149338229258538, 0.0707847773329214, 0.0106548412349907, 0.0167295364128308, 0.0048616964599518, 0.0373921610526512, 0.0200080455046362, -0.0139743558426589, -0.009278308481519, -0.045883689596616, -0.0454846394707785, -0.0454846394707785, -0.0252987007964309, 0.0274105351357048, 0.0288502127979488, -0.0100377681571717, -0.0213884573375553, 0.1210463273774638, 0.0525257903102063, -0.0283684805501081, -0.0283684805501081, 0.082877300104756, 0.082877300104756, -0.0038517947488971, -0.0038517947488971, 0.0092183893329577, 0.0282112194374701, 0.1248602846628051, 0.0470011213979631, -0.0693515132457872, -0.010175940826383, 0.1005694280598578, 0.0646800162250701, -0.0624299118314677, 0.1496699021350954, 0.0372385115850211, -0.0135486335711436, 0.0112666238276486, 0.0091198743277142, 0.0332282059716214, 0.0332282059716214, 0.0332282059716214, 0.0266387093497533, 0.0119312117734722, 0.0217032006506925, 0.0976848881921385, 0.0909996764853722, 0.0863852486083863, -0.0069617928775168, 0.0400865514021268, -0.0904679997949735, 0.0707619213158073, 0.0707619213158073, 0.0707619213158073, 0.0177899922832217, 0.0177899922832217, -0.0962012973028586, -0.0962012973028586, 0.0340097799963015, 0.0094010425114352, 0.0400227905704476, -0.0104111705994434, 0.0276271233324037, 0.0276271233324037, 0.0149922789359299, 0.0116743120152309, 0.0116743120152309, -0.0163660559223608, 0.0299896490627753, -0.0552934520051923, -0.0122226822358813, 0.0301590353532055, 0.0093334031131203, 0.0093334031131203, 0.0017743031610154, -0.0047035106664956, 0.0059097485850258, 0.2574110296060405, 0.090808590072125, -0.0149050658191304, 0.0471451798652518, 0.0471451798652518, 0.0471451798652518, -0.0103373350039522, 0.0573912936539345, 0.0573912936539345, 0.0161581013270993, 0.0161581013270993, 0.0387619869190976, 0.0775415885793475, 0.1590257745397697, -0.0072319925079126, 0.109513576285912, 0.013148124066957, 0.013148124066957, 0.0682061564385267, 0.0682061564385267, 0.0386336038530348, 0.0386336038530348, 0.0427603733395879, 0.0337071912469042, 0.0358260447788221, -0.0257246451472309, 0.0167764066643226, -0.0290521343486346, 0.1164419510740417, 0.0364260587494472, 0.1217062799743022, 0.046179794860253, 0.2892054377907879, 0.1114790502713142, -0.0130473467836117, 0.0368946012253538, 0.0493418326508151, 0.0430929154398483, 0.0024719847945133, 0.0408252503483739, 0.0408252503483739, -0.0068483847871475, 0.0803479632950023, -0.0276940579424425, -0.0030062361539381, -0.0015770454372142, -0.0286515891487595, 0.0424822719690251, 0.0062967863556779, 0.0842183260691707, 0.0701954962313942, -0.0419156150866737, -0.0197352731479587, -0.0020080997483244, -0.024360280403266, 0.0042714185611016, 0.0056095026073349, 3.780054884298287e-05, -0.0084876795235022, -0.0084876795235022, 0.0409528001467325, -0.0556071228844083, -0.0205368925983951, 0.0132094454789671, 0.0832687531563418, -0.0055403416499367, -0.0055403416499367, 0.0476557587470953, 0.0061663574749911, 0.0306949944547972, -0.013917411589046, 0.0710602015747716, 0.0380719070283238, 0.0110323648033607, 0.1003820007121483, 0.1411343718306634, 0.1786686858217875, -0.0514481746267325, 0.0023135429474323, -0.0262880335315395, 0.040104563159764, 0.0397989705424826, -0.0038419500056421, 0.0323231343974593, 0.0635218067399536, -0.0619999670639159, 0.0380810845467891, 0.0016676428740221, 0.014256262204137, -0.0642047122285036, 0.1821807951502059, 0.2199770434970012, 0.0239517961050346, 0.0154271862022109, -0.0207085312832763, 0.0540403555779512, -0.0221751380756637, 0.0181694470220529]",0.6257606264275427,0.5206837818769136,0.14112875382790474
2578,today,"[-0.038316257239785, 0.0035925834381487, -0.0513367531530093]","[-0.0556477297176245, 0.0375352991564208, -0.0179565220156703]",0.7153054114490854,0.8005648503445111,0.40957317450649644
2579,together,"[0.1106434590183198, -0.0049067086074501, 0.0253873614419717]","[0.0840393226156156, -0.0412976353131381, 0.0300651031021278]",0.9185412323852588,0.9400770554524478,0.12201528860041101
2580,told,"[0.1034303684718906, 0.0924161276780068, 0.0424846317619085]","[0.0212757465163222, 0.0457564914949974, 0.0797200431948731]",0.7172069638534082,-0.9664400308351043,0.296919843624341
2581,tolerance,"[-0.2594066666497383, -0.0854047381435521]","[-0.1661412479572802, -0.0251487857618533]",0.9859504813643633,1.0,0.0
2582,tolerant,[-0.1656480666715651],[-0.040798644925825],1.0,0.0,0.0
2583,tomorrow,[-0.0724794643465429],[-0.0052203302499077],1.0,0.0,0.0
2584,tonight,"[-0.0541254153940826, 0.0240086630510631]","[-0.0539424929386315, -0.0459547042335152]",0.43288497889407007,1.0,0.0
2585,too,"[-0.0436674313386902, -0.0454742535948753, 0.0700460830703377, 0.1132248651701957, -0.0085520220454782, 0.0153513801051303, 0.0200483808293938, 0.0400316438172012, 0.05880286404863, 0.0614064424298703]","[-0.0421125858305959, -0.0096346155194607, 0.052242539567011, -0.0835831906015665, -0.0014462703293743, 0.0154239509922147, 0.0521652785572987, -0.0005869302519487, 0.0528334697285804, 0.0452536557691701]",0.14750621626777538,0.06526297439228954,0.3503019791396148
2586,took,"[0.1232995726750232, 0.254136408562772, 0.1609305252204649, 0.0229175412096083, 0.1228197917807847, 0.0203520985087379, 0.0892048217356205]","[0.0156496394588681, 0.1649999006671178, 0.165231222178728, 0.0544059218758088, 0.0556490657348808, 0.0131528508845016, -0.0383884273595132]",0.8374789501037425,0.7025582629751044,0.2728524737072382
2587,top,[-0.097158947144635],[-0.002611060918044],1.0,0.0,0.0
2588,total,[0.0227690130705013],[0.0186846479569183],1.0,0.0,0.0
2589,totalled,[0.0878826826810836],[0.10974024744775],1.0,0.0,0.0
2590,touchdown,[-0.1069287245627492],[-0.0923314961427514],1.0,0.0,0.0
2591,touchy,[0.1631105979322455],[0.1074326014224653],1.0,0.0,0.0
2592,tourists,"[0.1277370366733521, -0.0438469517976045, -0.0478573506698012]","[0.1902611199334483, 0.1447707213547979, -0.059814537996179]",0.589563862110199,0.6557662967787723,0.3860712754077661
2593,toward,"[-0.0498753128763796, -0.0661348985740915]","[-0.0048403055194729, -0.0334828972137289]",0.8763413997007229,1.0,0.0
2594,towards,"[0.0037955925799906, -0.0194275064859539, -0.0799134541302919, -0.0226585759664885, -0.1113484476518351]","[0.1111629233519934, 0.0865885514320822, -0.010817237273525, 0.0083300694563988, -0.1137097337593155]",0.4739851196199672,0.9297711346184776,0.08929244362130509
2595,town,[-0.0833860333077609],[0.0997707531179823],-1.0,0.0,0.0
2596,townspeople,[-0.050179140176624],[0.0258383501849485],-1.0,0.0,0.0
2597,toys,[0.0446176901459693],[-0.2229751485163501],-1.0,0.0,0.0
2598,trade,"[-0.121432724641636, -0.0051741227507591]","[-0.0397494225730995, -0.1465887028743126]",0.3025611817687147,-1.0,0.8325546111576977
2599,trader,"[0.0254646097309887, 0.0472652863245457]","[-0.0119645667305681, -0.0194286912900347]",-0.9983301479892758,-1.0,0.5538707769476323
2600,train,[-0.2037304828845663],[-0.0242979977403925],1.0,0.0,0.0
2601,training,[0.0108262737048789],[0.0192282733902946],1.0,0.0,0.0
2602,trans,[0.0394576878170482],[0.2368538091403867],1.0,0.0,0.0
2603,transactions,[0.0033422556298319],[-0.0473262349838937],-1.0,0.0,0.0
2604,transported,[0.0023694582923781],[-0.0049365960872605],-1.0,0.0,0.0
2605,trash,[-0.0056442649380187],[-0.0014352319030823],1.0,0.0,0.0
2606,traumatized,[0.404984786408022],[0.3416581368331847],1.0,0.0,0.0
2607,travel,"[-0.0651581607526168, 0.0910934994753915]","[-0.0765043091490821, 0.1173694208658896]",0.9990645895186119,1.0,0.0
2608,traveling,[0.039906600388349],[-0.018710068823354],-1.0,0.0,0.0
2609,traveller,[-0.0502260498469695],[0.0068348786596825],-1.0,0.0,0.0
2610,travelling,[0.0355515031260438],[0.123606894383695],1.0,0.0,0.0
2611,treat,"[0.0064332602778449, -0.0320003408123739, -0.0898290997138246]","[0.0662432132715259, 0.2266679163513134, -0.1196803443418366]",0.15505934126938134,0.6302570494702915,0.19607988540655183
2612,treated,[-0.0264228534069843],[-0.0036404494302797],1.0,0.0,0.0
2613,treatment,"[-0.0430470996070653, 0.0658916947431862, -0.0904952757409773, -0.1389722186722792]","[0.0606711760480987, 0.0734161001556489, 0.0630898697214287, -0.0165231292225584]",-0.05603190288390334,0.7468378741888386,0.1803739941148728
2614,treats,[-0.0354828024283051],[0.0527643142893005],-1.0,0.0,0.0
2615,tree,[-0.2208956387039506],[0.0615970716753458],-1.0,0.0,0.0
2616,trees,[-0.0752234008468804],[-0.007503236208908],1.0,0.0,0.0
2617,tribe,"[0.0100681689800694, 0.1005325940204784, 0.0647635493660345]","[0.0121232564595932, -0.0011829053277693, -0.0091769087786238]",-0.32300924816873794,-0.7081051721905123,0.5696028279148092
2618,tried,"[0.0897601079341257, 0.0727453450672328, 0.0464144357247278]","[0.0927262416554766, 0.0793985564154677, 0.0250951314856854]",0.9836455384115296,0.9773927710939756,0.08927823516347036
2619,triforce,[-0.0279622642701724],[-0.011034213826245],1.0,0.0,0.0
2620,trim,[0.0011072649504058],[-0.032590668812212],-1.0,0.0,0.0
2621,trinity,"[0.1421531841624528, -0.0094248193781822, -0.0735541759058833, 0.0189124100143089, 0.0619106736266985, -0.0410112881800159, -0.0601947451941669]","[0.0960529462941777, 0.3345171203233034, -0.0442094364368268, -0.0461013977444134, 0.1014913062201894, 0.0634041987425718, -0.0344397957570759]",0.2648093062016382,0.25948730623208516,0.3861691382287639
2622,trip,"[0.004100510966964, -0.0366111067705787, 0.0652993055555271]","[0.0315375267316881, -0.0273401752628022, 0.0187531886152145]",0.6864080439191264,0.6622007942782372,0.19855755924085883
2623,triple,[-0.0650863502523861],[0.063815148484782],-1.0,0.0,0.0
2624,trouble,"[0.3363970210775733, 0.4226152198389172]","[0.199633715009387, 0.3640797987075871]",0.9854601921612022,1.0,0.06436387157833855
2625,troublemaker,[0.6467125653289258],[0.671539552445662],1.0,0.0,0.0
2626,truck,[0.0212746440665796],[-0.0015695719838295],-1.0,0.0,0.0
2627,true,"[-0.0210186359472572, -0.0752904494293034]","[-0.0956282022632691, -0.1372758478151819]",0.9440107958839017,1.0,0.0
2628,truly,[-0.15118999502738],[-0.1414989358370597],1.0,0.0,0.0
2629,trust,[0.1159611761686392],[0.0819572794069095],1.0,0.0,0.0
2630,trustworthy,[-0.0841465902631171],[-0.0067854076260009],1.0,0.0,0.0
2631,try,[0.0366165908053517],[0.0433726019296335],1.0,0.0,0.0
2632,trying,[0.0351281246548751],[0.0373520365870895],1.0,0.0,0.0
2633,tulips,[-0.126023052202072],[-0.0610666118587553],1.0,0.0,0.0
2634,turban,[0.0822128153668018],[0.1328822602507387],1.0,0.0,0.0
2635,turkish,[0.072937844786793],[-0.0395435205059335],-1.0,0.0,0.0
2636,turned,[0.0353836179128848],[0.0297366117261073],1.0,0.0,0.0
2637,two,[0.0189997371053323],[0.0281898413681516],1.0,0.0,0.0
2638,tycoon,[0.0766326691955328],[0.0435087523412172],1.0,0.0,0.0
2639,type,"[-0.0138121643394697, 0.0120430169044993, 0.0119029669731389]","[0.0406622472602843, 0.0451067580372545, 0.0458221574478991]",0.3170158275186778,0.9911672934941238,0.3482819686331391
2640,types,"[0.0024368456215597, 0.0491315554051349, 0.0102504745009355]","[0.0975563086113378, 0.0975563086113378, 0.0975563086113378]",0.7102915481475537,0.0,0.359453479788651
2641,typewriter,[-0.1503480548271909],[-0.0483677229490554],1.0,0.0,0.0
2642,typical,"[0.0106254282873123, 0.1223780922591686, -0.0097228563972748]","[0.0831637363249941, 0.1076958353758142, -0.0315994886404035]",0.8348677933272426,0.7398515754868806,0.25249114097341957
2643,typically,[0.0516252187080681],[-0.0266244682566633],-1.0,0.0,0.0
2644,ugly,"[0.0112701477482914, -0.0458946600556373]","[0.0248096862996038, 0.3121571987271414]",-0.9492001183564486,-1.0,0.7476458056602939
2645,umbrellas,[-0.1055907105765072],[-0.123088218598606],1.0,0.0,0.0
2646,umpire,"[0.180941644590348, 0.2333645476028323, 0.1959299272857606, 0.4330812157131731]","[0.1978935492085918, 0.1676967840949957, 0.1542992835326466, 0.4042711108883083]",0.9926890275932334,0.9559519806172676,0.05123501750387858
2647,unacquainted,[-0.0080885371135082],[0.1205841526023497],-1.0,0.0,0.0
2648,unattractive,"[0.2755761239677667, 0.4441382167860865, 0.2656484460458159]","[0.1416406075816127, 0.4473883051517011, 0.0967037845226165]",0.9377004862929018,0.9976539432696474,0.1492166600401346
2649,uncaring,[-0.122815773152979],[-0.1675297597089134],1.0,0.0,0.0
2650,uncivilized,[0.6427885381272063],[0.3155036005548334],1.0,0.0,0.0
2651,uncle,"[0.0054552914516534, 0.0294678407954052]","[-0.0587429960960068, -0.0126116303760997]",-0.3843798031256282,1.0,0.23968786740455705
2652,uncomfortable,[0.1034436088521033],[0.0290091228383133],1.0,0.0,0.0
2653,unconfident,[0.0039989433716982],[0.0034852412042746],1.0,0.0,0.0
2654,uncoordinated,[-0.0526939735282212],[-0.1014568127377125],1.0,0.0,0.0
2655,under,"[-0.0389486701460555, -0.0643197143217548, 0.0329422351205721, -0.0291476468555629, -0.0124022880336269]","[-0.0161936205587619, -0.0026877621281643, 0.0698834522303279, -0.0005081259350465, 0.0105079866009929]",0.4683877316485059,0.8949788854587648,0.2909597573431581
2656,understand,"[-0.1148231722181662, 0.0321384258568286, -0.0094717887695878]","[-0.1073646034983066, 0.1123905936342603, -0.0191157673331548]",0.8606418862030021,0.9364139729409193,0.09720549171409841
2657,understanding,"[-0.0927878184011206, -0.0943496130639687]","[-0.0738693374664955, -0.030038409690099]",0.9181048939639407,-1.0,0.8325546111576977
2658,undesirable,[0.0131273763254284],[0.7384010970214105],1.0,0.0,0.0
2659,undocumented,[0.0377619252540171],[-0.0003360036719806],-1.0,0.0,0.0
2660,uneasy,[0.1612478238530457],[0.0753794898968696],1.0,0.0,0.0
2661,uneducated,[-0.0115270148962736],[0.4502912407216688],-1.0,0.0,0.0
2662,unfriendly,[0.0235383175313472],[0.2016611071529973],1.0,0.0,0.0
2663,unholy,[-0.0544708196539431],[-0.1687553952519026],1.0,0.0,0.0
2664,unicorn,"[-0.1393594414985273, -0.33411419816548]","[-0.0630960326061115, -0.4832219752820201]",0.9650080352385494,1.0,0.0
2665,unicorns,[-0.1659793874423485],[-0.0343788954844818],1.0,0.0,0.0
2666,unique,[-0.2715954380691983],[-0.1369022413677921],1.0,0.0,0.0
2667,uniquely,"[-0.0406413595774211, -0.0907961502089165]","[-0.0573581778870869, -0.0943430833157652]",0.9921481055003734,1.0,0.0
2668,university,[0.0036972207017242],[0.042402010201033],1.0,0.0,0.0
2669,unnoticed,"[0.036658379714936, 0.0180235635489225]","[0.0234216751544357, -0.1547403749798229]",-0.30194748731370596,1.0,0.3613864150342747
2670,unprecedented,[-0.0181363830342888],[-0.1111307714266349],1.0,0.0,0.0
2671,unpredictable,[-0.1460931392794009],[-0.1962835961409284],1.0,0.0,0.0
2672,unreliability,[0.3114700624719262],[0.2528912398951746],1.0,0.0,0.0
2673,unreliable,[0.0328425206243991],[0.2867846816415349],1.0,0.0,0.0
2674,unskilled,[0.0455769582185894],[0.1030402572877062],1.0,0.0,0.0
2675,unsociable,[0.2694746173219755],[0.3124741764477014],1.0,0.0,0.0
2676,unsteadily,[0.1120696335565298],[0.091279952291757],1.0,0.0,0.0
2677,until,[0.0864901647728402],[0.0080538869096839],1.0,0.0,0.0
2678,unto,[0.2362114998977631],[0.1160382143727028],1.0,0.0,0.0
2679,untrustworthy,[0.732707898132503],[0.3693595413896001],1.0,0.0,0.0
2680,unused,[-0.0623144552228041],[-0.0138747445215253],1.0,0.0,0.0
2681,unusual,[0.334732199087739],[0.3477654115175023],1.0,0.0,0.0
2682,unwise,[0.377239280147478],[0.3860992963247444],1.0,0.0,0.0
2683,unworkable,[0.240951570100151],[0.1624311025934223],1.0,0.0,0.0
2684,up,"[0.045520550571382, 0.0079174584534484, -0.0082275371532887, 0.0014173216186463, -0.0267185365664772, 0.0172723103023599, 0.0314079667441546, -0.0815669322619214, 0.0049484213814139, 0.1001400265085976, 0.0017380728386342, 0.0589188942685723, 0.0016630392055958, -0.0111767351918388]","[-0.0007519687284703, 0.0121467747404335, 0.0038223181455242, 0.0465245908349731, 0.010399091579071, -0.0203828991363228, 0.038711960674089, 0.1131333452164689, -0.0439335261044257, 0.2265126859324746, 0.0164484038616769, 0.0078845971107962, 0.0171874632517467, 0.0080971221570501]",0.34382252601231295,0.27170845668327404,0.3252791942167258
2685,uphold,[0.0188926366245141],[-0.0049197276857416],-1.0,0.0,0.0
2686,upon,"[0.0737544410512782, -0.0316856597200967, -0.0468272720463573, -0.0238796232733875]","[0.0676991173095119, -0.0372451521783817, -0.0509555166048008, 0.0625612505845961]",0.6591205015123575,0.707645339893138,0.24864621249598864
2687,us,"[-0.0385864721611142, -0.0078569448087364, -0.0251956498250365]","[-0.0590522187546674, -0.0104106898982605, -0.0372516471646498]",0.9996627666221399,0.9998980118576773,0.004582366460649648
2688,use,"[-0.0115862921520601, 0.0362727343162987]","[0.1587976783579155, 0.1062996897152608]",0.27704435318731785,-1.0,0.5232043657724155
2689,used,"[0.0043600609642453, -0.0495156543984194, 0.015523390378803, -0.0273027771545457, -0.0159208761178888]","[0.0226695980064147, 0.0145208049978349, 0.136480465771174, 0.0020561017945667, 0.0206803856720875]",0.1299116786747951,0.7030061250712794,0.32986349537643966
2690,useful,[-0.0310974202875513],[-0.0891965205926371],1.0,0.0,0.0
2691,uses,[0.0763112140703015],[-0.0357819867027713],-1.0,0.0,0.0
2692,usual,[0.0512078134779585],[0.0179932780221747],1.0,0.0,0.0
2693,usually,"[0.1557946703396737, 0.0358734128967626, 0.1051123859360814, 0.062137087341398, 0.0573072992265224, 0.0220382777042686, 0.0300723287364235, 0.0291311152541311, 0.0679440062958747, 0.0127582835775683]","[-0.0282657803943007, 0.0983148433195466, 0.0287461612650469, 0.2145699825370151, 0.1334310751897817, -0.0153429063156825, -0.0035038786167002, 0.0123234964222902, -0.0289949933875496, -0.0276301066034722]",0.3310444767504574,-0.044503450844342124,0.4640131372687917
2694,vacation,[0.0284927724715089],[0.0079334473811898],1.0,0.0,0.0
2695,valid,"[-0.4441337287425995, 0.0020243506878614, -0.2639536672504619]","[-0.4030882707476662, -0.2104047829946245, -0.2598630160096317]",0.9135602438151075,0.9269962764581485,0.10260151857068074
2696,value,[-0.2143582176504423],[-0.1898958680407134],1.0,0.0,0.0
2697,values,"[-0.0448609275917988, -0.0249983517860528]","[-0.0086336416569315, 0.0671390489605459]",-0.371379185239662,1.0,0.0
2698,variable,[-0.0409121627453714],[-0.1015289504162729],1.0,0.0,0.0
2699,varied,[-0.106119324802421],[-0.043029106330717],1.0,0.0,0.0
2700,variety,[-0.0347258038236759],[-0.0415504775123725],1.0,0.0,0.0
2701,ve,"[-0.0200789889786392, 0.0259154521627351, -0.0349580710753798]","[0.0021069772369905, 0.0451439682813718, 0.0575617923788437]",-0.2522227035054815,0.07190229126820552,0.5104110689375877
2702,vegetarian,[-0.1080540604889392],[-0.0623749278230123],1.0,0.0,0.0
2703,venezuelan,[0.0444251124426955],[-0.0091288837149014],-1.0,0.0,0.0
2704,verde,[0.0669899914646521],[0.0458759762656075],1.0,0.0,0.0
2705,verdean,[0.0550314886495471],[-0.0264392247328137],-1.0,0.0,0.0
2706,version,[-0.0846900758333504],[-0.0268589138688711],1.0,0.0,0.0
